date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:40	26079/26079	---MCZ	200	added ('OK')	application/javascript	etag:W/%224080223-65df-58ff9ab0ae597%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/js/extensions/revolution.extension.video.min.js?ver=5.4.8.3	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/js/extensions/revolution.extension.video.minf542.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:40	9566/9566	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408d6d2-255e-5b6a61ff4b37a%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:41	3037/3037	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408d6a4-bdd-5b6a61fee79b6%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=4.8.0	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min287d.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:42	1846/1846	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408d6da-736-5b6a61ff61ec3%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:43	2047/2047	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408d69f-7ff-5b6a61fee1fde%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=4.8.0	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min287d.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:44	2938/2938	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408d68f-b7a-5b6a61fecc81d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=4.8.0	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min287d.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:45	9246/9246	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b71b-241e-5b6a63257842d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/jquery.counterup.min.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/jquery.counterup.min4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:46	20322/20322	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b722-4f62-5b6a6325889e6%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/jquery.magnific-popup.min.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/jquery.magnific-popup.min4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:48	21249/21249	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b715-5301-5b6a63256ff5d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/jquery.shuffle.min.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/jquery.shuffle.min4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:48	4109/4109	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b71d-100d-5b6a63257bec6%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/jquery.meanmenu.min.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/jquery.meanmenu.min4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:49	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%224083abb-592-5ba7c8a72f160%22	https://www.nayrathemes.com/demo/pro/hantus/wp-includes/js/wp-embed.min.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-includes/js/wp-embed.min4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:50	1710/1710	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b718-6ae-5b6a632575935%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/homepage/slider.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/homepage/slider4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:51	768/768	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b717-300-5b6a632574d7d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/homepage/product.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/homepage/product4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:51	569/569	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b719-239-5b6a6325768d5%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/homepage/sponsor.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/assets/js/homepage/sponsor4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:53	48863/48863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b862-bedf-5b6a632a6c955%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/inc/style-configurator/style_bundle/picker.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/inc/style-configurator/style_bundle/picker4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:54	36079/36079	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b860-8cef-5b6a632a67b35%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/inc/style-configurator/style_bundle/alertify.min.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/inc/style-configurator/style_bundle/alertify.min4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:54	364/364	---MCZ	200	added ('OK')	application/javascript	etag:W/%22408b85f-16c-5b6a632a66b95%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/inc/style-configurator/style_bundle/style-configurator.js?ver=5.6.2	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/themes/hantus-pro/inc/style-configurator/style_bundle/style-configurator4c7e.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:56	22772/22772	---MCZ	200	added ('OK')	application/javascript	etag:W/%2240813b3-58f4-58ee0eb8455b2%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/mailchimp-for-wp/assets/js/forms-api.min.js?ver=4.5.3	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/mailchimp-for-wp/assets/js/forms-api.min62d0.js	(from https://www.nayrathemes.com/demo/pro/hantus/)
12:44:58	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224084063-2876e-5b6a6276d415d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.eot	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
12:44:58	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224084063-2876e-5b6a6276d415d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.eot?	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfontd41d.eot	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
12:45:00	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%224084062-12d68-5b6a6276d398d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
12:45:01	98024/98024	---M--	200	added ('OK')	font/woff	etag:%224084065-17ee8-5b6a6276d50fd%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.woff	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
12:45:02	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%224084064-286ac-5b6a6276d492d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
12:45:03	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224084061-6c7db-5b6a6276d0aad%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
12:45:04	847/847	---M--	200	added ('OK')	image/gif	etag:%2240804d6-34f-5b6a621128bef%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-form-7/assets/ajax-loader.gif	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-form-7/assets/ajax-loader.gif	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3.1)
12:45:05	12136/12136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224082f6b-2f68-58ff9ab63333d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:05	7536/7536	---M--	200	added ('OK')	font/woff	etag:%224082f68-1d70-58ff9ab63333d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:07	11968/11968	---MCZ	200	added ('OK')	font/ttf	etag:W/%224082f71-2ec0-58ff9ab63333d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:07	13797/13797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224082f6a-35e5-58ff9ab63333d%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:08	326/326	---M--	200	added ('OK')	text/html	etag:%224082f89-146-58ff9ab635e35%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:09	326/326	---M--	200	added ('OK')	text/html	etag:%224082f8a-146-58ff9ab635e35%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:10	933/933	---M--	200	added ('OK')	image/png	etag:%224080237-3a5-58ff9ab0aed67%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:11	951/951	---M--	200	added ('OK')	image/png	etag:%224082f47-3b7-58ff9ab4b2ad9%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:11	938/938	---M--	200	added ('OK')	image/png	etag:%224080275-3aa-58ff9ab0af14f%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:12	935/935	---M--	200	added ('OK')	image/png	etag:%224082f13-3a7-58ff9ab4b1f21%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:13	184/184	---M--	200	added ('OK')	image/png	etag:%224080243-b8-58ff9ab0af14f%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:14	2545/2545	---M--	200	added ('OK')	image/gif	etag:%224082f46-9f1-58ff9ab4b2ad9%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3)
12:45:15	1676/1676	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22408d720-68c-5b6a61ffed158%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:15	1676/1676	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22408d720-68c-5b6a61ffed158%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/star.eot?	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:16	1304/1304	---M--	200	added ('OK')	font/woff	etag:%22408d71f-518-5b6a61ffec988%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/star.woff	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:17	1512/1512	---MCZ	200	added ('OK')	font/ttf	etag:W/%22408d721-5e8-5b6a61ffed540%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/star.ttf	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:18	929/929	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d71d-3a1-5b6a61ffeb9e8%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/star.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:19	14280/14280	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22408d723-37c8-5b6a61ffef480%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:20	14280/14280	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22408d723-37c8-5b6a61ffef480%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:21	14176/14176	---M--	200	added ('OK')	font/woff	etag:%22408d71e-3760-5b6a61ffec1b8%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:21	14100/14100	---MCZ	200	added ('OK')	font/ttf	etag:W/%22408d71c-3714-5b6a61ffeb218%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:23	46770/46770	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d722-b6b2-5b6a61ffedd10%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:23	158/158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d738-9e-5b6a61ffff269%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:24	1359/1359	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d72c-54f-5b6a61fff65c9%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:25	4634/4634	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d733-121a-5b6a61fffbfa1%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:26	3110/3110	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d734-c26-5b6a61fffd711%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:26	804/804	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d72f-324-5b6a61fff88f1%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:27	6797/6797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d730-1a8d-5b6a61fff94a9%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:28	2800/2800	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d728-af0-5b6a61fff42a1%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:29	4662/4662	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d732-1236-5b6a61fffb001%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
12:45:29	2185/2185	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22408d72d-889-5b6a61fff6d99%22	https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	C:/Mis%20lugares%20Web/Hantus/www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	(from https://www.nayrathemes.com/demo/pro/hantus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.8.0)
